"Kods","Nosaukums","Apraksts","Vecāks"
"1349","Citur neklasificētu specializēto pakalpojumu jomas vadītāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""1349 Citur neklasificētu specializēto pakalpojumu jomas vadītāji""Atsevišķās grupas ""1349 Citur neklasificētu specializēto pakalpojumu jomas vadītāji"" profesijās nodarbinātie citur neklasificētu specializēto pakalpojumu jomā vada uzņēmumu, plāno, izrīko un koordinē darījumu norisi, sniedz dažādu nekomerciālu palīdzību; pamatdarbības struktūrvienību vadītāji sniedz pakalpojumus vides aizsardzības, farmācijas un citās jomās tiešā uzņēmuma vadītāja vadībā, pašvaldībās plāno, vada un koordinē iestādes administratīvās funkcijas, Iekšlietu ministrijas sistēmas iestādēs un apcietinājuma izpildes un brīvības atņemšanas iestādēs plāno, vada un koordinē šo struktūrvienību darbību paredzēto mērķu sasniegšanai un noteikto funkciju izpildei, revīzijas jomā plāno, vada un koordinē Valsts kontroles, tās struktūrvienību darbību attiecīgā normatīvajā aktā paredzētā mērķa sasniegšanai un noteikto funkciju izpildei, vada meža ugunsdzēsības stacijas darbu.Atsevišķās grupas ""1349 Citur neklasificētu specializēto pakalpojumu jomas vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt citur neklasificētu specializēto pakalpojumu jomas uzņēmuma darbības stratēģiju, nodrošināt tās izpildi; plānot, vadīt un koordinēt darbību vides aizsardzības, farmācijas, izdevējdarbības, revīzijas, iekšlietu un citās jomās, plānot, organizēt un vadīt ikdienas darījumus, veikt administratīvus pienākumus, slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem, sniegt pārskatus uzņēmējam, ja tāds ir, nodrošināt klientu apkalpošanu augstā līmenī un iesniegumu izskatīšanu, sagatavot normatīvajos aktos paredzētos atzinumus un ziņojumus, izvēlēties un apmācīt darbiniekus, organizēt un vadīt padotā personāla darbu šo jomu struktūrvienībās; plānot, vadīt un koordinēt Valsts kontroles, tās struktūrvienību darbību, veikt revīzijas un kontrolēt rīcību ar valsts, pašvaldību, Eiropas Savienības un citu starptautisko organizāciju un institūciju piešķirtajiem līdzekļiem; organizēt un koordinēt muzeja vai bibliotēkas darbu, nodrošinot muzeja vai bibliotēkas misijas, mērķu un uzdevumu izpildi; plānot, vadīt un koordinēt īpašu teritoriālo organizāciju un grupu darbību, struktūrvienības un darba grupas darbu vides pārvaldības jomā, bibliotēkas struktūrvienības darbību, medicīnisko pārstāvju grupas darbu, Iekšlietu ministrijas sistēmas iestāžu un Ieslodzījuma vietu pārvaldes iestāžu struktūrvienību darbību; vadīt meža ugunsdzēsības stacijas darbu, izbraukt uz ugunsgrēka vietu un vadīt dzēšanas darbus; noteikt iestādes politiku atbilstoši sabiedrības interesēm un pašvaldības uzdevumiem, veidot valsts robežas apsardzības un kontroles politiku un attīstības stratēģiju, organizēt ugunsdrošības, glābšanas un civilās aizsardzības uzdevumu izpildi un veidot Ieslodzījuma vietu pārvaldes cietumu, nepilngadīgo audzināšanas iestāžu un Mācību centra iestāžu darbības un kontroles politiku; organizēt un sastādīt pētījumu budžetus, kā arī pārraudzīt maksājumu plūsmu; plānot, vadīt un koordinēt zāļu klīniskos pētījumus un novērojumus; plānot un kontrolēt resursu izlietojumu, darbinieku piesaistīšanu; novērtēt vides stāvokli, identificēt un profesionāli formulēt vides problēmu risinājumu pašvaldībā, rūpniecībā, vides aizsardzības struktūrvienībās; izstrādāt un vadīt projektus vides pārvaldības, vides aizsardzības, vides apsaimniekošanas, vides plānošanas, vides sakaru, vides ekspertīzes jomās; organizēt un veikt tirgus izpēti un analizēt tirgus izpētes rezultātus; plānot informēšanas, reklāmas un citus nepieciešamos pasākumus produktu virzīšanai; atbildēt par iestādes informatīvo resursu un pakalpojumu nodrošinājumu; nodrošināt visu iestādes struktūrvienību darbības atbilstību normatīvajiem aktiem, iestādes noteikumiem, rīkojumiem, norādījumiem un instrukcijām; nodrošināt materiālo un naudas vērtību saglabāšanu; uzraudzīt un kontrolēt valsts varas un pārvaldes institūciju izdoto tiesību aktu izpildi pakļautībā esošajās iestādēs; uzraudzīt zāļu reģistrācijas procesu.","134"
"1349 01","Vides PĀRVALDNIEKS","","1349"
"1349 03","VADĪTĀJS (inspicēšanas jomā)","","1349"
"1349 06","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (farmācijas jomā)","","1349"
"1349 07","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (farmācijas jomā)","","1349"
"1349 08","Pašvaldības policijas pamatdarbības struktūrvienības VADĪTĀJS/ PRIEKŠNIEKS","","1349"
"1349 09","Pašvaldības policijas pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ PRIEKŠNIEKA VIETNIEKS","","1349"
"1349 10","Pamatdarbības struktūrvienības VADĪTĀJS/ KOMANDIERIS/ PRIEKŠNIEKS (iekšlietu jomā)","","1349"
"1349 11","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ KOMANDIERA VIETNIEKS/ PRIEKŠNIEKA VIETNIEKS (iekšlietu jomā)","","1349"
"1349 12","Pamatdarbības struktūrvienības VADĪTĀJS/ PRIEKŠNIEKS (apcietinājuma un brīvības atņemšanas jomā)","","1349"
"1349 13","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ PRIEKŠNIEKA VIETNIEKS (apcietinājuma un brīvības atņemšanas jomā)","","1349"
"1349 14","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS (revīzijas jomā)","","1349"
"1349 15","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS/ PĀRVALDNIEKA VIETNIEKS (revīzijas jomā)","","1349"
"1349 16","Galvenais INSPEKTORS (iekšlietu jomā)","","1349"
"1349 17","Galvenais INSPEKTORS (apcietinājuma un brīvības atņemšanas jomā)","","1349"
"1349 19","Vecākais valsts REVIDENTS (revīzijas jomā)","","1349"
"1349 20","Operatīvais DEŽURANTS (iekšlietu jomā)","","1349"
"1349 21","Operatīvā DEŽURANTA VIETNIEKS (iekšlietu jomā)","","1349"
"1349 22","Sakaru VIRSNIEKS (iekšlietu jomā)","","1349"
"1349 24","Valsts REVIDENTS (revīzijas jomā)","","1349"
"1349 25","Meža ugunsdzēsības stacijas VADĪTĀJS","","1349"
"1349 26","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (izdevējdarbības jomā)","","1349"
"1349 27","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (izdevējdarbības jomā)","","1349"
"1349 28","Valsts policijas vecākais VIRSNIEKS","","1349"
"1349 29","Rotas KOMANDIERA VIETNIEKS (iekšlietu jomā)","","1349"
"1349 30","Vada KOMANDIERA VIETNIEKS (iekšlietu jomā)","","1349"
"1349 31","Vada KOMANDIERIS (iekšlietu jomā)","","1349"
"1349 32","Bibliotēkas struktūrvienības VADĪTĀJS","","1349"
"1349 33","Muzeja VADĪTĀJS/ DIREKTORS","","1349"
"1349 34","Bibliotēkas VADĪTĀJS/ DIREKTORS","","1349"
"1349 35","Rotas KOMANDIERIS (iekšlietu jomā)","","1349"
"14","Viesmīlības, ēdināšanas, tirdzniecības un citu pakalpojumu jomas vadītāji","Pirmās pamatgrupas apakšgrupas ""14 Viesmīlības, ēdināšanas, tirdzniecības un citu pakalpojumu jomas vadītāji"" profesijas klasificētas šādās mazajās grupās:mazā grupa ""141 Viesmīlības un ēdināšanas pakalpojumu jomas vadītāji"";mazā grupa ""142 Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji"";mazā grupa ""143 Citu pakalpojumu jomas vadītāji"".","1"
"141","Viesmīlības un ēdināšanas pakalpojumu jomas vadītāji"," PROFESIJU MAZĀ GRUPA""141 Viesmīlības un ēdināšanas pakalpojumu jomas vadītāji""Mazās grupas profesijās ""141 Viesmīlības un ēdināšanas pakalpojumu jomas vadītāji"" nodarbinātie viesmīlības un ēdināšanas pakalpojumu jomā vada jebkuras īpašuma formas un saimnieciskās darbības veida uzņēmumu un veic citus nepieciešamos uzdevumus, kas nodrošina uzņēmuma rentablu darbību.Mazās grupas ""141 Viesmīlības un ēdināšanas pakalpojumu jomas vadītāji"" profesijas klasificēta šādās atsevišķajās grupās:atsevišķā grupa ""1411 Viesmīlības pakalpojumu jomas vadītāji"";atsevišķā grupa ""1412 Ēdināšanas pakalpojumu jomas vadītāji"".","14"
"1411","Viesmīlības pakalpojumu jomas vadītāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""1411 Viesmīlības pakalpojumu jomas vadītāji""Atsevišķās grupas ""1411 Viesmīlības pakalpojumu jomas vadītāji"" profesijās nodarbinātie vada nelielas personiskās vai cita īpašnieka viesnīcas, nometnes vai pansijas, plāno, izrīko un koordinē darījumu norisi, sniedz dažādu nekomerciālu palīdzību; pamatdarbības struktūrvienību vadītāji viesnīcās, nometnēs, pansijās plāno, vada un koordinē darbību, kas saistīta ar telpu nodrošinājumu un attiecīgu pakalpojumu sniegšanu tiešā uzņēmuma vadītāja vadībā.Atsevišķās grupas ""1411 Viesmīlības pakalpojumu jomas vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt viesmīlības pakalpojumu jomas uzņēmuma darbības stratēģiju un nodrošināt tās izpildi, organizēt un vadīt ikdienas darījumus, veikt administratīvus pienākumus, sniegt pārskatus uzņēmējam, ja tāds ir, izvēlēties un apmācīt darbiniekus, organizēt un vadīt padotā personāla darbu viesmīlības pakalpojumu jomas uzņēmumā; sastādīt budžetu; slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem; plānot, vadīt un koordinēt darbību, kas saistīta ar telpu nodrošinājumu un citiem līdzīgiem pakalpojumiem; plānot tirgvedības un reklāmas projektus/kampaņas, organizēt to izstrādi un īstenošanu; nodrošināt resursu racionālu izmantošanu un darba grafika ievērošanu viesmīlības pakalpojumu jomas uzņēmumā.","141"
"1411 01","Viesnīcas VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS","","1411"
"1411 02","Viesnīcas VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1411"
"1411 03","Nometnes VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS","","1411"
"1411 04","Nometnes VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1411"
"1411 05","Pansijas VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS","","1411"
"1411 06","Pansijas VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1411"
"1411 07","VIESNĪCNIEKS","","1411"
"1411 08","Pamatdarbības struktūrvienības VADĪTĀJS (viesnīcu pakalpojumu jomā)","","1411"
"1411 09","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS (viesnīcu pakalpojumu jomā)","","1411"
"1411 10","Dienesta viesnīcas VADĪTĀJS","","1411"
"1412","Ēdināšanas pakalpojumu jomas vadītāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""1412 Ēdināšanas pakalpojumu jomas vadītāji""Atsevišķās grupas ""1412 Ēdināšanas pakalpojumu jomas vadītāji"" profesijās nodarbinātie vada nelielus personiskos vai cita īpašnieka restorānus, kafejnīcas, tējnīcas, ēdnīcas, bārus un uzkodu uzņēmumus, plāno, izrīko un koordinē darījumu norisi, sniedz dažādu nekomerciālu palīdzību; pamatdarbības struktūrvienību vadītāji restorānos, kafejnīcās, tējnīcās, ēdnīcās, bāros un uzkodas uzņēmumos plāno, vada un koordinē darbību, kas saistīta ar attiecīgu pakalpojumu sniegšanu tiešā uzņēmuma vadītāja vadībā.Atsevišķās grupas ""1412 Ēdināšanas pakalpojumu jomas vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt ēdināšanas pakalpojumu jomas uzņēmuma darbības stratēģiju un nodrošināt tās izpildi, organizēt un vadīt ikdienas darījumus, veikt administratīvus pienākumus, sniegt pārskatus uzņēmējam, ja tāds ir, izvēlēties un apmācīt darbiniekus, organizēt un vadīt padotā personāla darbu ēdināšanas pakalpojumu jomas uzņēmumā; sastādīt budžetu; slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem; plānot, vadīt un koordinēt darbību, kas saistīta ar sabiedrisko ēdināšanu un citiem līdzīgiem pakalpojumiem; plānot tirgvedības un reklāmas projektus/kampaņas, organizēt to izstrādi un īstenošanu; nodrošināt resursu racionālu izmantošanu un darba grafika ievērošanu ēdināšanas pakalpojumu jomas uzņēmumā.","141"
"1412 01","Restorāna VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS","","1412"
"1412 02","Restorāna VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1412"
"1412 03","Kafejnīcas/ tējnīcas VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS","","1412"
"1412 04","Kafejnīcas/ tējnīcas VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1412"
"1412 05","Ēdnīcas VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS","","1412"
"1412 06","Ēdnīcas VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1412"
"1412 07","Ēdināšanas pakalpojumu ORGANIZATORS","","1412"
"1412 08","Pamatdarbības struktūrvienības VADĪTĀJS (restorānu pakalpojumu jomā)","","1412"
"1412 09","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS (restorānu pakalpojumu jomā)","","1412"
"1412 10","Uzkodu uzņēmuma VADĪTĀJS","","1412"
"142","Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji","PROFESIJU MAZĀ GRUPA""142 Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji""un PROFESIJU ATSEVIŠĶĀ GRUPA""1420 Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji""Mazās grupas ""142 Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji"" un atsevišķās grupas ""1420 Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji"" profesijās nodarbinātie mazumtirdzniecības un vairumtirdzniecības jomā vada jebkuras īpašuma formas un saimnieciskās darbības veida uzņēmumu; pamatdarbības struktūrvienību vadītāji plāno, vada un koordinē ražošanas procesus, pakalpojumu sniegšanu un citus savas darbības uzdevumus tiešā uzņēmuma vadītāja vadībā.Atsevišķās grupas ""1420 Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji"" profesijas un atbilstoši pamatuzdevumi:– noteikt mazumtirdzniecības un vairumtirdzniecības jomas uzņēmuma darbības pamatvirzienus un ekonomiskos rādītājus, organizēt un vadīt ikdienas darījumus, veikt administratīvus pienākumus, sniegt pārskatus par vadītā uzņēmuma darbību uzņēmuma īpašniekiem, ja tādi ir, izvēlēties un apmācīt darbiniekus, organizēt un vadīt padotā personāla darbu mazumtirdzniecības un vairumtirdzniecības jomas uzņēmumā; slēgt darījumus ar piegādātājiem un citiem uzņēmumiem; noteikt nepieciešamos resursus un kontrolēt to izlietojumu; veikt citus uzdevumus, slēgt darba koplīgumus; plānot, vadīt un koordinēt struktūrvienības darbību uzņēmuma pamatdarbībā preču ražošanā un pakalpojumu sniegšanā; plānot, organizēt un vadīt lielveikalu tīkla un interneta veikala darbu; izstrādāt un īstenot iepirkumu un tirgvedības politiku, noteikt cenas; nodrošināt un kontrolēt preču krājumu plānošanu, pasūtīšanu, uzskaiti un atbilstību pieprasījumam; veicināt preču un pakalpojumu reklamēšanu.","14"
"1420","Mazumtirdzniecības un vairumtirdzniecības jomas vadītāji","Šīs atsevišķās grupas apraksts un profesionālās darbības pamatuzdevumi atbilst 142 mazajai grupai.","142"
"1420 01","VADĪTĀJS/ DIREKTORS (mazumtirdzniecības jomā)","","1420"
"1420 02","VADĪTĀJA VIETNIEKS/ IZPILDDIREKTORS (mazumtirdzniecības jomā)","","1420"
"1420 03","VADĪTĀJS/ DIREKTORS (vairumtirdzniecības jomā)","","1420"
"1420 04","VADĪTĀJA VIETNIEKS/ IZPILDDIREKTORS (vairumtirdzniecības jomā)","","1420"
"1420 05","VEIKALVEDIS","","1420"
"1420 06","Pamatdarbības struktūrvienības VADĪTĀJS (vairumtirdzniecības jomā)","","1420"
"1420 07","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS (vairumtirdzniecības jomā)","","1420"
"1420 08","Pamatdarbības struktūrvienības VADĪTĀJS (mazumtirdzniecības jomā)","","1420"
"1420 09","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS (mazumtirdzniecības jomā)","","1420"
"143","Citu pakalpojumu jomas vadītāji"," PROFESIJU MAZĀ GRUPA""143 Citu pakalpojumu jomas vadītāji""Mazās grupas ""143 Citu pakalpojumu jomas vadītāji"" profesijās nodarbinātie citu pakalpojumu jomā vada jebkuras īpašuma formas un saimnieciskās darbības veida uzņēmumu; pamatdarbības struktūrvienību vadītāji plāno, vada un koordinē ražošanas procesus, pakalpojumu sniegšanu un citus savas darbības uzdevumus tiešā uzņēmuma vadītāja vadībā.Mazās grupas ""143 Citu pakalpojumu jomas vadītāji"" profesijas klasificētas šādās atsevišķajās grupās:atsevišķā grupa ""1431 Sporta, atpūtas un kultūras centru vadītāji"";atsevišķā grupa ""1439 Citur neklasificētu pakalpojumu jomas vadītāji"".","14"
"1431","Sporta, atpūtas un kultūras centru vadītāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""1431 Sporta, atpūtas un kultūras centru vadītāji""Atsevišķās grupas ""1431 Sporta, atpūtas un kultūras centru vadītāji"" profesijās nodarbinātie atpūtas, kultūras un sporta pasākumu jomā vada nelielu personisko vai cita īpašnieka uzņēmumu, plāno, izrīko un koordinē darījumu norisi, sniedz dažādu nekomerciālu palīdzību; pamatdarbības struktūrvienību vadītāji sniedz sporta, atpūtas un kultūras pakalpojumus, organizē atpūtas, kultūras, mūzikas un sporta pasākumus tiešā uzņēmuma vadītāja vadībā.Atsevišķās grupas ""1431 Sporta, atpūtas un kultūras centru vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt atpūtas, kultūras un sporta pasākumu jomas uzņēmuma darbības stratēģiju, nodrošināt tās izpildi, organizēt un vadīt ikdienas darījumus, veikt administratīvus pienākumus, sniegt pārskatus par vadītā uzņēmuma darbību uzņēmuma īpašniekiem, ja tādi ir, izvēlēties un apmācīt darbiniekus, organizēt un vadīt padotā personāla darbu atpūtas, kultūras un sporta pasākumu jomas uzņēmumā; sastādīt budžetu; plānot, vadīt un koordinēt darbību sporta, atpūtas, mūzikas un kultūras jomā; slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem; plānot un kontrolēt resursu izlietojumu un darbinieku piesaistīšanu; plānot, vadīt un koordinēt tūrisma un atpūtas uzņēmumu vai tā struktūrvienību darbību; plānot, vadīt un koordinēt atpūtas, kultūras, mūzikas un sporta pasākumus; izstrādāt un īstenot rīkoto pasākumu scenārijus; koordinēt kultūras norišu organizēšanu novadā, pilsētā un valstī; koordinēt nemateriālā kultūras mantojuma, tai skaitā Dziesmu un deju svētku tradīcijas saglabāšanas un attīstības procesu; koordinēt amatierkolektīvu darbību; plānot struktūrvienības, darba grupas darbu ekotūrisma pārvaldības jomā; izstrādāt un vadīt projektus ekotūrisma pārvaldības jomā.","143"
"1431 01","VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS (kultūras jomā)","","1431"
"1431 02","VADĪTĀJA VIETNIEKS/ IZPILDDIREKTORS (kultūras jomā)","","1431"
"1431 03","VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS (sporta jomā)","","1431"
"1431 04","VADĪTĀJA VIETNIEKS/ IZPILDDIREKTORS (sporta jomā)","","1431"
"1431 05","VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS (tūrisma jomā)","","1431"
"1431 06","VADĪTĀJA VIETNIEKS/ IZPILDDIREKTORS (tūrisma jomā)","","1431"
"1431 07","Ekotūrisma PĀRVALDNIEKS","","1431"
"1431 08","Tūrisma un atpūtas organizācijas VADĪTĀJS","","1431"
"1431 09","PRODUCENTS (kultūras jomā)","","1431"
"1431 10","IMPRESĀRIJS","","1431"
"1431 11","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (kultūras jomā)","","1431"
"1431 12","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (kultūras jomā)","","1431"
"1431 13","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (sporta jomā)","","1431"
"1431 14","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (sporta jomā)","","1431"
"1431 15","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (tūrisma un atpūtas pakalpojumu jomā)","","1431"
"1431 16","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (tūrisma un atpūtas pakalpojumu jomā)","","1431"
"1431 17","Mūzikas pasākumu ORGANIZATORS","","1431"
"1431 18","Teātra/ galvenais ADMINISTRATORS","","1431"
"1431 19","Kultūras darba VADĪTĀJS","","1431"
"1439","Citur neklasificētu pakalpojumu jomas vadītāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""1439 Citur neklasificētu pakalpojumu jomas vadītāji""Atsevišķās grupas ""1439 Citur neklasificētu pakalpojumu jomas vadītāji"" profesijās nodarbinātie citur neklasificētu pakalpojumu jomā vada nelielu personisko vai cita īpašnieka uzņēmumu citu pakalpojumu jomā, plāno, izrīko un koordinē darījumu norisi, sniedz dažādu nekomerciālu palīdzību; pamatdarbības struktūrvienību vadītāji sniedz pakalpojumus tiešā uzņēmuma vadītāja vadībā.Atsevišķās grupas ""1439 Citur neklasificētu pakalpojumu jomas vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt citur neklasificētu pakalpojumu jomas uzņēmuma darbības stratēģiju, nodrošināt tās izpildi, organizēt un vadīt ikdienas darījumus, veikt administratīvus pienākumus, sniegt pārskatus uzņēmējam, ja tāds ir, izvēlēties un apmācīt darbiniekus, organizēt un vadīt padotā personāla darbu citur neklasificētu pakalpojumu jomas uzņēmumā; sastādīt budžetu; plānot, vadīt un koordinēt darbību citu pakalpojumu jomā; slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem; plānot un kontrolēt resursu izlietojumu, darbinieku piesaistīšanu; plānot, vadīt un koordinēt darbību individuālo pakalpojumu, tai skaitā skaistumkopšanas, jomā; nodrošināt individuālo pakalpojumu uzņēmuma vai tā struktūrvienību, tai skaitā frizētavu un kosmētisko salonu, materiālo apgādi; vadīt un koordinēt darbību informācijas jomā (plašsaziņas līdzekļi); plānot un vadīt kuģu klientu apkalpošanas servisu un ēdināšanas pakalpojumus; administratīvi vadīt uzņēmuma struktūrvienību radioprogrammu; veikt darba plānošanu, koordinēt struktūrvienības tiešās darbības nodrošināšanai nepieciešamo projektu un tiesisku darījumu īstenošanu; nodrošināt ēterā augstu žurnālistikas standartu atbilstoši vispārpieņemtajiem plašsaziņas līdzekļu darbības principiem – neatkarībai, objektivitātei, viedokļu daudzveidībai; sekot līdzi radioprogrammā pārraidīto raidījumu kvalitātei, par to ziņojot programmas vadītājam; apzināt ar attiecīgās radioprogrammas profilu saistītos aktuālos notikumus, ierosināt to atspoguļošanu ēterā; piedalīties attiecīgās radioprogrammas raidījumu tīkla izveidošanā; pārraudzīt sabiedrisko elektronisko plašsaziņas līdzekļu sniegto pakalpojumu atbilstību regulējošajā likumā noteiktajām prasībām; kompetences ietvaros konsultēt, sniegt atzinumus un darboties kā samierinātājam; nodrošināt saikni ar sabiedrību.","143"
